1732671932.678130 server started (2053): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1732671932.678163 on Darwin 24.1.0 Darwin Kernel Version 24.1.0: Thu Oct 10 21:03:11 PDT 2024; root:xnu-11215.41.3~2/RELEASE_ARM64_T6020
1732671932.678170 using libevent 2.1.12-stable select
1732671932.678180 using utf8proc 2.9.0
1732671932.678186 using ncurses 6.5 20240427
1732671932.680273 yylex_token: --
1732671932.680276 yylex_token: end at WS
1732671932.680279 yylex_token: %%
1732671932.680283 cmd_parse_build_commands 0:0: bind
1732671932.680286 cmd_parse_build_commands 0:1: -N
1732671932.680291 cmd_parse_build_commands 0:2: Rename current session
1732671932.680295 cmd_parse_build_commands 0:3: $
1732671932.680298 cmd_parse_build_commands 0:4 0:0: command-prompt
1732671932.680301 cmd_parse_build_commands 0:4 0:1: -I#S
1732671932.680304 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1732671932.680307 cmd_parse_build_commands 0:4 0:2 0:1: --
1732671932.680310 cmd_parse_build_commands 0:4 0:2 0:2: %%
1732671932.680315 cmd_parse_build_commands 0:0: command-prompt
1732671932.680318 cmd_parse_build_commands 0:1: -I#S
1732671932.680321 cmd_parse_build_commands 0:2 0:0: rename-session
1732671932.680324 cmd_parse_build_commands 0:2 0:1: --
1732671932.680327 cmd_parse_build_commands 0:2 0:2: %%
1732671932.680331 cmd_parse_build_commands 0:0: rename-session
1732671932.680334 cmd_parse_build_commands 0:1: --
1732671932.680337 cmd_parse_build_commands 0:2: %%
1732671932.680342 args_parse_flags: next --
1732671932.680345 args_parse: flags end at 2 of 3
1732671932.680348 args_parse: 2 = %% (type STRING)
1732671932.680354 cmd_parse_build_commands: rename-session "%%"
1732671932.680358 args_parse_flags: next -I#S
1732671932.680361 args_parse_flag_argument: -I = #S
1732671932.680364 args_parse: flags end at 2 of 3
1732671932.680368 args_parse: 2 = rename-session "%%" (type COMMANDS)
1732671932.680377 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1732671932.680380 args_parse_flags: next -N
1732671932.680383 args_parse_flag_argument: -N = Rename current session
1732671932.680386 args_parse_flags: next $
1732671932.680389 args_parse: flags end at 3 of 5
1732671932.680392 args_parse: 3 = $ (type STRING)
1732671932.680400 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type COMMANDS)
1732671932.680411 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1732671932.680419 cmdq_get_command: [bind-key/0x156807c80] group 58
1732671932.680424 cmdq_append <global>: [bind-key/0x156807c80]
1732671932.680428 yylex_token: end at WS
1732671932.680432 yylex_token: bind
1732671932.680436 yylex_token: end at WS
1732671932.680446 yylex_token: -N
1732671932.680452 yylex_token: end at WS
1732671932.680456 yylex_token: Split window horizontally
1732671932.680460 yylex_get_word: %
1732671932.680464 yylex_token: end at WS
1732671932.680468 yylex_token: split-window
1732671932.680471 yylex_token: end at WS
1732671932.680475 yylex_token: -h
1732671932.680480 cmd_parse_build_commands 0:0: bind
1732671932.680484 cmd_parse_build_commands 0:1: -N
1732671932.680488 cmd_parse_build_commands 0:2: Split window horizontally
1732671932.680491 cmd_parse_build_commands 0:3: %
1732671932.680496 cmd_parse_build_commands 0:4 0:0: split-window
1732671932.680499 cmd_parse_build_commands 0:4 0:1: -h
1732671932.680508 cmd_parse_build_commands 0:0: split-window
1732671932.680512 cmd_parse_build_commands 0:1: -h
1732671932.680517 args_parse_flags: next -h
1732671932.680521 args_parse_flags: -h
1732671932.680525 args_parse: flags end at 2 of 2
1732671932.680531 cmd_parse_build_commands: split-window -h
1732671932.680535 args_parse_flags: next -N
1732671932.680539 args_parse_flag_argument: -N = Split window horizontally
1732671932.680543 args_parse_flags: next %
1732671932.680547 args_parse: flags end at 3 of 5
1732671932.680550 args_parse: 3 = % (type STRING)
1732671932.680556 args_parse: 4 = split-window -h (type COMMANDS)
1732671932.680566 cmd_parse_build_commands: bind-key -N "Split window horizontally" \\% { split-window -h }
1732671932.680572 cmdq_get_command: [bind-key/0x156808560] group 70
1732671932.680577 cmdq_append <global>: [bind-key/0x156808560]
1732671932.680581 yylex_token: end at WS
1732671932.680585 yylex_token: bind
1732671932.680589 yylex_token: end at WS
1732671932.680593 yylex_token: -N
1732671932.680597 yylex_token: end at WS
1732671932.680601 yylex_token: Kill current window
1732671932.680605 yylex_token: end at WS
1732671932.680608 yylex_token: &
1732671932.680613 yylex_token: end at WS
1732671932.680616 yylex_token: confirm-before
1732671932.680621 yylex_token: end at WS
1732671932.680625 yylex_token: -pkill-window #W? (y/n)
1732671932.680629 yylex_token: end at WS
1732671932.680633 yylex_token: kill-window
1732671932.680638 cmd_parse_build_commands 0:0: bind
1732671932.680642 cmd_parse_build_commands 0:1: -N
1732671932.680646 cmd_parse_build_commands 0:2: Kill current window
1732671932.680650 cmd_parse_build_commands 0:3: &
1732671932.680654 cmd_parse_build_commands 0:4 0:0: confirm-before
1732671932.680658 cmd_parse_build_commands 0:4 0:1: -pkill-window #W? (y/n)
1732671932.680663 cmd_parse_build_commands 0:4 0:2: kill-window
1732671932.680669 cmd_parse_build_commands 0:0: confirm-before
1732671932.680672 cmd_parse_build_commands 0:1: -pkill-window #W? (y/n)
1732671932.680676 cmd_parse_build_commands 0:2: kill-window
1732671932.680681 args_parse_flags: next -pkill-window #W? (y/n)
1732671932.680685 args_parse_flag_argument: -p = kill-window #W? (y/n)
1732671932.680690 args_parse_flags: next kill-window
1732671932.680694 args_parse: flags end at 2 of 3
1732671932.680698 args_parse: 2 = kill-window (type STRING)
1732671932.680708 cmd_parse_build_commands: confirm-before -p "kill-window #W? (y/n)" kill-window
1732671932.680712 args_parse_flags: next -N
1732671932.680716 args_parse_flag_argument: -N = Kill current window
1732671932.680720 args_parse_flags: next &
1732671932.680724 args_parse: flags end at 3 of 5
1732671932.680729 args_parse: 3 = & (type STRING)
1732671932.680738 args_parse: 4 = confirm-before -p "kill-window #W? (y/n)" kill-window (type COMMANDS)
1732671932.680750 cmd_parse_build_commands: bind-key -N "Kill current window" & { confirm-before -p "kill-window #W? (y/n)" kill-window }
1732671932.680756 cmdq_get_command: [bind-key/0x1568087d0] group 78
1732671932.680760 cmdq_append <global>: [bind-key/0x1568087d0]
1732671932.680765 yylex_token: end at WS
1732671932.680768 yylex_token: bind
1732671932.680772 yylex_token: end at WS
1732671932.680776 yylex_token: -N
1732671932.680781 yylex_token: end at WS
1732671932.680786 yylex_token: Prompt for window index to select
1732671932.680791 yylex_token: end at WS
1732671932.680801 yylex_token: '
1732671932.680806 yylex_token: end at WS
1732671932.680810 yylex_token: command-prompt
1732671932.680814 yylex_token: end at WS
1732671932.680818 yylex_token: -T
1732671932.680822 yylex_token: end at WS
1732671932.680826 yylex_token: window-target
1732671932.680830 yylex_token: end at WS
1732671932.680833 yylex_token: -pindex
1732671932.680838 yylex_token: end at WS
1732671932.680841 yylex_token: select-window
1732671932.680845 yylex_token: end at WS
1732671932.680849 yylex_token: -t
1732671932.680853 yylex_token: end at WS
1732671932.680856 yylex_token: :%%
1732671932.680862 cmd_parse_build_commands 0:0: bind
1732671932.680866 cmd_parse_build_commands 0:1: -N
1732671932.680871 cmd_parse_build_commands 0:2: Prompt for window index to select
1732671932.680875 cmd_parse_build_commands 0:3: '
1732671932.680879 cmd_parse_build_commands 0:4 0:0: command-prompt
1732671932.680883 cmd_parse_build_commands 0:4 0:1: -T
1732671932.680887 cmd_parse_build_commands 0:4 0:2: window-target
1732671932.680891 cmd_parse_build_commands 0:4 0:3: -pindex
1732671932.680895 cmd_parse_build_commands 0:4 0:4 0:0: select-window
1732671932.680899 cmd_parse_build_commands 0:4 0:4 0:1: -t
1732671932.680903 cmd_parse_build_commands 0:4 0:4 0:2: :%%
1732671932.680909 cmd_parse_build_commands 0:0: command-prompt
1732671932.680913 cmd_parse_build_commands 0:1: -T
1732671932.680918 cmd_parse_build_commands 0:2: window-target
1732671932.680923 cmd_parse_build_commands 0:3: -pindex
1732671932.680927 cmd_parse_build_commands 0:4 0:0: select-window
1732671932.680931 cmd_parse_build_commands 0:4 0:1: -t
1732671932.680935 cmd_parse_build_commands 0:4 0:2: :%%
1732671932.680941 cmd_parse_build_commands 0:0: select-window
1732671932.680944 cmd_parse_build_commands 0:1: -t
1732671932.680948 cmd_parse_build_commands 0:2: :%%
1732671932.680953 args_parse_flags: next -t
1732671932.680957 args_parse_flag_argument: -t = :%%
1732671932.680961 args_parse: flags end at 3 of 3
1732671932.680968 cmd_parse_build_commands: select-window -t ":%%"
1732671932.680972 args_parse_flags: next -T
1732671932.680976 args_parse_flag_argument: -T = window-target
1732671932.680980 args_parse_flags: next -pindex
1732671932.680984 args_parse_flag_argument: -p = index
1732671932.680989 args_parse: flags end at 4 of 5
1732671932.680995 args_parse: 4 = select-window -t ":%%" (type COMMANDS)
1732671932.681006 cmd_parse_build_commands: command-prompt -T window-target -p index { select-window -t ":%%" }
1732671932.681011 args_parse_flags: next -N
1732671932.681015 args_parse_flag_argument: -N = Prompt for window index to select
1732671932.681019 args_parse_flags: next '
1732671932.681023 args_parse: flags end at 3 of 5
1732671932.681027 args_parse: 3 = ' (type STRING)
1732671932.681037 args_parse: 4 = command-prompt -T window-target -p index { select-window -t ":%%" } (type COMMANDS)
1732671932.681052 cmd_parse_build_commands: bind-key -N "Prompt for window index to select" \\' { command-prompt -T window-target -p index { select-window -t ":%%" } }
1732671932.681060 cmdq_get_command: [bind-key/0x1568092a0] group 86
1732671932.681064 cmdq_append <global>: [bind-key/0x1568092a0]
1732671932.681068 yylex_token: end at WS
1732671932.681072 yylex_token: bind
1732671932.681076 yylex_token: end at WS
1732671932.681080 yylex_token: -N
1732671932.681085 yylex_token: end at WS
1732671932.681089 yylex_token: Switch to previous client
1732671932.681093 yylex_token: end at WS
1732671932.681098 yylex_token: (
1732671932.681103 yylex_token: end at WS
1732671932.681107 yylex_token: switch-client
1732671932.681111 yylex_token: end at WS
1732671932.681114 yylex_token: -p
1732671932.681119 cmd_parse_build_commands 0:0: bind
1732671932.681122 cmd_parse_build_commands 0:1: -N
1732671932.681126 cmd_parse_build_commands 0:2: Switch to previous client
1732671932.681130 cmd_parse_build_commands 0:3: (
1732671932.681134 cmd_parse_build_commands 0:4 0:0: switch-client
1732671932.681138 cmd_parse_build_commands 0:4 0:1: -p
1732671932.681143 cmd_parse_build_commands 0:0: switch-client
1732671932.681152 cmd_parse_build_commands 0:1: -p
1732671932.681158 args_parse_flags: next -p
1732671932.681162 args_parse_flags: -p
1732671932.681166 args_parse: flags end at 2 of 2
1732671932.681172 cmd_parse_build_commands: switch-client -p
1732671932.681176 args_parse_flags: next -N
1732671932.681180 args_parse_flag_argument: -N = Switch to previous client
1732671932.681184 args_parse_flags: next (
1732671932.681188 args_parse: flags end at 3 of 5
1732671932.681193 args_parse: 3 = ( (type STRING)
1732671932.681198 args_parse: 4 = switch-client -p (type COMMANDS)
1732671932.681208 cmd_parse_build_commands: bind-key -N "Switch to previous client" ( { switch-client -p }
1732671932.681214 cmdq_get_command: [bind-key/0x156809600] group 98
1732671932.681218 cmdq_append <global>: [bind-key/0x156809600]
1732671932.681222 yylex_token: end at WS
1732671932.681226 yylex_token: bind
1732671932.681229 yylex_token: end at WS
1732671932.681233 yylex_token: -N
1732671932.681238 yylex_token: end at WS
1732671932.681242 yylex_token: Switch to next client
1732671932.681245 yylex_token: end at WS
1732671932.681249 yylex_token: )
1732671932.681253 yylex_token: end at WS
1732671932.681257 yylex_token: switch-client
1732671932.681261 yylex_token: end at WS
1732671932.681264 yylex_token: -n
1732671932.681269 cmd_parse_build_commands 0:0: bind
1732671932.681273 cmd_parse_build_commands 0:1: -N
1732671932.681277 cmd_parse_build_commands 0:2: Switch to next client
1732671932.681280 cmd_parse_build_commands 0:3: )
1732671932.681284 cmd_parse_build_commands 0:4 0:0: switch-client
1732671932.681288 cmd_parse_build_commands 0:4 0:1: -n
1732671932.681293 cmd_parse_build_commands 0:0: switch-client
1732671932.681298 cmd_parse_build_commands 0:1: -n
1732671932.681304 args_parse_flags: next -n
1732671932.681308 args_parse_flags: -n
1732671932.681312 args_parse: flags end at 2 of 2
1732671932.681317 cmd_parse_build_commands: switch-client -n
1732671932.681321 args_parse_flags: next -N
1732671932.681325 args_parse_flag_argument: -N = Switch to next client
1732671932.681329 args_parse_flags: next )
1732671932.681332 args_parse: flags end at 3 of 5
1732671932.681336 args_parse: 3 = ) (type STRING)
1732671932.681341 args_parse: 4 = switch-client -n (type COMMANDS)
1732671932.681351 cmd_parse_build_commands: bind-key -N "Switch to next client" ) { switch-client -n }
1732671932.681356 cmdq_get_command: [bind-key/0x1568098f0] group 106
1732671932.681360 cmdq_append <global>: [bind-key/0x1568098f0]
1732671932.681364 yylex_token: end at WS
1732671932.681368 yylex_token: bind
1732671932.681371 yylex_token: end at WS
1732671932.681375 yylex_token: -N
1732671932.681380 yylex_token: end at WS
1732671932.681384 yylex_token: Rename current window
1732671932.681388 yylex_token: end at WS
1732671932.681391 yylex_token: ,
1732671932.681396 yylex_token: end at WS
1732671932.681400 yylex_token: command-prompt
1732671932.681404 yylex_token: end at WS
1732671932.681408 yylex_token: -I#W
1732671932.681412 yylex_token: end at WS
1732671932.681416 yylex_token: rename-window
1732671932.681421 yylex_token: end at WS
1732671932.681424 yylex_token: --
1732671932.681428 yylex_token: end at WS
1732671932.681431 yylex_token: %%
1732671932.681435 cmd_parse_build_commands 0:0: bind
1732671932.681438 cmd_parse_build_commands 0:1: -N
1732671932.681442 cmd_parse_build_commands 0:2: Rename current window
1732671932.681446 cmd_parse_build_commands 0:3: ,
1732671932.681450 cmd_parse_build_commands 0:4 0:0: command-prompt
1732671932.681454 cmd_parse_build_commands 0:4 0:1: -I#W
1732671932.681458 cmd_parse_build_commands 0:4 0:2 0:0: rename-window
1732671932.681463 cmd_parse_build_commands 0:4 0:2 0:1: --
1732671932.681467 cmd_parse_build_commands 0:4 0:2 0:2: %%
1732671932.681472 cmd_parse_build_commands 0:0: command-prompt
1732671932.681475 cmd_parse_build_commands 0:1: -I#W
1732671932.681478 cmd_parse_build_commands 0:2 0:0: rename-window
1732671932.681481 cmd_parse_build_commands 0:2 0:1: --
1732671932.681484 cmd_parse_build_commands 0:2 0:2: %%
1732671932.681488 cmd_parse_build_commands 0:0: rename-window
1732671932.681495 cmd_parse_build_commands 0:1: --
1732671932.681498 cmd_parse_build_commands 0:2: %%
1732671932.681502 args_parse_flags: next --
1732671932.681505 args_parse: flags end at 2 of 3
1732671932.681508 args_parse: 2 = %% (type STRING)
1732671932.681513 cmd_parse_build_commands: rename-window "%%"
1732671932.681516 args_parse_flags: next -I#W
1732671932.681519 args_parse_flag_argument: -I = #W
1732671932.681524 args_parse: flags end at 2 of 3
1732671932.681528 args_parse: 2 = rename-window "%%" (type COMMANDS)
1732671932.681537 cmd_parse_build_commands: command-prompt -I "#W" { rename-window "%%" }
1732671932.681540 args_parse_flags: next -N
1732671932.681545 args_parse_flag_argument: -N = Rename current window
1732671932.681548 args_parse_flags: next ,
1732671932.681551 args_parse: flags end at 3 of 5
1732671932.681553 args_parse: 3 = , (type STRING)
1732671932.681560 args_parse: 4 = command-prompt -I "#W" { rename-window "%%" } (type COMMANDS)
1732671932.681571 cmd_parse_build_commands: bind-key -N "Rename current window" , { command-prompt -I "#W" { rename-window "%%" } }
1732671932.681576 cmdq_get_command: [bind-key/0x156809f90] group 114
1732671932.681579 cmdq_append <global>: [bind-key/0x156809f90]
1732671932.681582 yylex_token: end at WS
1732671932.681585 yylex_token: bind
1732671932.681588 yylex_token: end at WS
1732671932.681591 yylex_token: -N
1732671932.681595 yylex_token: end at WS
1732671932.681598 yylex_token: Delete the most recent paste buffer
1732671932.681601 yylex_token: end at WS
1732671932.681604 yylex_token: -
1732671932.681607 yylex_token: end at WS
1732671932.681610 yylex_token: delete-buffer
1732671932.681614 cmd_parse_build_commands 0:0: bind
1732671932.681616 cmd_parse_build_commands 0:1: -N
1732671932.681620 cmd_parse_build_commands 0:2: Delete the most recent paste buffer
1732671932.681623 cmd_parse_build_commands 0:3: -
1732671932.681626 cmd_parse_build_commands 0:4 0:0: delete-buffer
1732671932.681630 cmd_parse_build_commands 0:0: delete-buffer
1732671932.681634 args_parse: flags end at 1 of 1
1732671932.681637 cmd_parse_build_commands: delete-buffer
1732671932.681641 args_parse_flags: next -N
1732671932.681644 args_parse_flag_argument: -N = Delete the most recent paste buffer
1732671932.681647 args_parse_flags: next -
1732671932.681650 args_parse: flags end at 3 of 5
1732671932.681653 args_parse: 3 = - (type STRING)
1732671932.681656 args_parse: 4 = delete-buffer (type COMMANDS)
1732671932.681664 cmd_parse_build_commands: bind-key -N "Delete the most recent paste buffer" - { delete-buffer }
1732671932.681669 cmdq_get_command: [bind-key/0x15680a230] group 126
1732671932.681672 cmdq_append <global>: [bind-key/0x15680a230]
1732671932.681675 yylex_token: end at WS
1732671932.681678 yylex_token: bind
1732671932.681680 yylex_token: end at WS
1732671932.681683 yylex_token: -N
1732671932.681687 yylex_token: end at WS
1732671932.681690 yylex_token: Move the current window
1732671932.681693 yylex_token: end at WS
1732671932.681695 yylex_token: .
1732671932.681699 yylex_token: end at WS
1732671932.681702 yylex_token: command-prompt
1732671932.681704 yylex_token: end at WS
1732671932.681707 yylex_token: -T
1732671932.681710 yylex_token: end at WS
1732671932.681713 yylex_token: target
1732671932.681716 yylex_token: end at WS
1732671932.681719 yylex_token: move-window
1732671932.681722 yylex_token: end at WS
1732671932.681724 yylex_token: -t
1732671932.681727 yylex_token: end at WS
1732671932.681730 yylex_token: %%
1732671932.681734 cmd_parse_build_commands 0:0: bind
1732671932.681737 cmd_parse_build_commands 0:1: -N
1732671932.681740 cmd_parse_build_commands 0:2: Move the current window
1732671932.681742 cmd_parse_build_commands 0:3: .
1732671932.681746 cmd_parse_build_commands 0:4 0:0: command-prompt
1732671932.681748 cmd_parse_build_commands 0:4 0:1: -T
1732671932.681751 cmd_parse_build_commands 0:4 0:2: target
1732671932.681755 cmd_parse_build_commands 0:4 0:3 0:0: move-window
1732671932.681757 cmd_parse_build_commands 0:4 0:3 0:1: -t
1732671932.681760 cmd_parse_build_commands 0:4 0:3 0:2: %%
1732671932.681769 cmd_parse_build_commands 0:0: command-prompt
1732671932.681772 cmd_parse_build_commands 0:1: -T
1732671932.681774 cmd_parse_build_commands 0:2: target
1732671932.681778 cmd_parse_build_commands 0:3 0:0: move-window
1732671932.681780 cmd_parse_build_commands 0:3 0:1: -t
